Date,Session,SessionSubject,Team,MoverNo,RoundNo,Report,RT
2019_3_4_11_55_15,11,7,4,1,40,5,2.59
2019_3_4_11_55_19,11,9,5,1,41,6,3.79
2019_3_4_11_55_27,11,6,1,2,40,3,4.3
2019_3_4_11_55_28,11,5,3,1,40,6,13.31
2019_3_4_11_55_30,11,2,5,2,41,6,1.35
2019_3_4_11_55_30,11,3,2,1,41,3,5.27
2019_3_4_11_55_39,11,12,4,2,40,5,17.28
2019_3_4_11_55_40,11,10,3,2,40,6,3.91
2019_3_4_11_55_40,11,8,2,2,41,2,2.33
2019_3_4_11_55_46,11,9,5,1,42,2,2.57
2019_3_4_11_55_46,11,1,1,1,41,6,4.88
2019_3_4_11_55_54,11,7,4,1,41,6,1.82
2019_3_4_11_55_55,11,2,5,2,42,4,1.79
2019_3_4_11_55_55,11,11,6,1,40,6,2.7
2019_3_4_11_56_0,11,3,2,1,42,4,1.79
2019_3_4_11_56_2,11,6,1,2,41,4,4.7
2019_3_4_11_56_3,11,5,3,1,41,6,7.64
2019_3_4_11_56_8,11,12,4,2,41,6,6.25
2019_3_4_11_56_11,11,8,2,2,42,4,2.29
2019_3_4_11_56_14,11,4,6,2,40,6,5.59
2019_3_4_11_56_22,11,1,1,1,42,6,2.76
2019_3_4_11_56_23,11,10,3,2,41,6,2.85
2019_3_4_11_56_25,11,7,4,1,42,5,1.29
2019_3_4_11_56_32,11,11,6,1,41,6,3.27
2019_3_4_11_56_37,11,12,4,2,42,5,4.36
2019_3_4_11_56_41,11,6,1,2,42,6,10.13
2019_3_4_11_56_43,11,5,3,1,42,6,7.6
2019_3_4_11_56_44,11,9,5,1,43,4,2.14
2019_3_4_11_56_52,11,2,5,2,43,4,1.46
2019_3_4_11_56_53,11,3,2,1,43,5,3.28
2019_3_4_11_56_57,11,4,6,2,41,6,12.7
2019_3_4_11_57_2,11,8,2,2,43,1,2.62
2019_3_4_11_57_5,11,9,5,1,44,3,1.47
2019_3_4_11_57_7,11,10,3,2,42,6,5.42
2019_3_4_11_57_12,11,2,5,2,44,5,1.46
2019_3_4_11_57_18,11,11,6,1,42,6,3.49
2019_3_4_11_57_19,11,3,2,1,44,3,3.93
2019_3_4_11_57_21,11,7,4,1,43,5,4.85
2019_3_4_11_57_27,11,8,2,2,44,3,1.86
2019_3_4_11_57_28,11,9,5,1,45,4,1.24
2019_3_4_11_57_29,11,12,4,2,43,4,1.38
2019_3_4_11_57_31,11,1,1,1,43,6,3.17
2019_3_4_11_57_37,11,2,5,2,45,2,1.83
2019_3_4_11_57_43,11,7,4,1,44,6,2.07
2019_3_4_11_57_43,11,6,1,2,43,5,3.98
2019_3_4_11_57_43,11,3,2,1,45,5,3
2019_3_4_11_57_48,11,4,6,2,42,6,16.29
2019_3_4_11_57_50,11,12,4,2,44,6,1.79
2019_3_4_11_57_53,11,8,2,2,45,6,2.02
2019_3_4_11_57_54,11,5,3,1,43,6,4.44
2019_3_4_11_58_1,11,1,1,1,44,3,2.81
2019_3_4_11_58_10,11,6,1,2,44,6,2.35
2019_3_4_11_58_11,11,10,3,2,43,3,6.79
2019_3_4_11_58_27,11,1,1,1,45,6,2.69
2019_3_4_11_58_27,11,7,4,1,45,5,4.42
2019_3_4_11_58_31,11,11,6,1,43,6,3.13
2019_3_4_11_58_33,11,5,3,1,44,6,10.11
2019_3_4_11_58_36,11,12,4,2,45,5,1.61
2019_3_4_11_58_43,11,10,3,2,44,6,3.48
2019_3_4_11_58_43,11,6,1,2,45,6,9.34
2019_3_4_11_58_44,11,4,6,2,43,6,6.72
2019_3_4_11_59_4,11,11,6,1,44,6,4.23
2019_3_4_11_59_6,11,5,3,1,45,6,4.67
2019_3_4_11_59_17,11,10,3,2,45,6,2.67
2019_3_4_11_59_29,11,4,6,2,44,6,16.34
2019_3_4_12_0_1,11,11,6,1,45,6,3.58
2019_3_4_12_0_26,11,4,6,2,45,6,3.2
2019_3_4_12_1_18,11,3,2,1,46,5,4.46
2019_3_4_12_1_18,11,1,1,1,46,5,3.44
2019_3_4_12_1_21,11,9,5,1,46,5,4.81
2019_3_4_12_1_22,11,11,6,1,46,1,2.6
2019_3_4_12_1_22,11,5,3,1,46,6,8.14
2019_3_4_12_1_29,11,6,2,2,46,1,1.75
2019_3_4_12_1_29,11,7,4,1,46,3,3.08
2019_3_4_12_1_31,11,12,5,2,46,5,1.24
2019_3_4_12_1_32,11,8,3,2,46,6,2.38
2019_3_4_12_1_34,11,2,6,2,46,6,2.13
2019_3_4_12_1_38,11,4,1,2,46,5,4.32
2019_3_4_12_1_45,11,3,2,1,47,6,1.83
2019_3_4_12_1_49,11,11,6,1,47,3,3.12
2019_3_4_12_1_53,11,5,3,1,47,2,4.94
2019_3_4_12_1_54,11,1,1,1,47,3,2.97
2019_3_4_12_1_54,11,10,4,2,46,3,7.11
2019_3_4_12_2_0,11,2,6,2,47,6,2.07
2019_3_4_12_2_2,11,8,3,2,47,3,2.16
2019_3_4_12_2_3,11,6,2,2,47,4,4.66
2019_3_4_12_2_15,11,7,4,1,47,4,7.69
2019_3_4_12_2_18,11,11,6,1,48,6,3.02
2019_3_4_12_2_19,11,5,3,1,48,2,2.42
2019_3_4_12_2_25,11,3,2,1,48,6,4.18
2019_3_4_12_2_26,11,2,6,2,48,6,1.39
2019_3_4_12_2_27,11,10,4,2,47,4,4.45
2019_3_4_12_2_28,11,8,3,2,48,5,2.2
2019_3_4_12_2_29,11,4,1,2,47,3,25.94
2019_3_4_12_2_33,11,6,2,2,48,6,1.91
2019_3_4_12_2_52,11,1,1,1,48,6,3.21
2019_3_4_12_2_57,11,7,4,1,48,3,8.42
2019_3_4_12_3_7,11,10,4,2,48,1,2.82
2019_3_4_12_3_17,11,4,1,2,48,6,4.93
2019_3_4_12_3_21,11,5,3,1,49,1,5.62
2019_3_4_12_3_25,11,11,6,1,49,5,8.97
2019_3_4_12_3_25,11,3,2,1,49,5,2.75
2019_3_4_12_3_31,11,8,3,2,49,1,2.48
2019_3_4_12_3_35,11,2,6,2,49,2,2.14
2019_3_4_12_3_37,11,6,2,2,49,1,4.35
2019_3_4_12_3_53,11,11,6,1,50,4,3.59
2019_3_4_12_3_55,11,3,2,1,50,2,2.37
2019_3_4_12_3_55,11,5,3,1,50,2,9.85
2019_3_4_12_4_0,11,2,6,2,50,4,1.94
2019_3_4_12_4_3,11,7,4,1,49,3,4.3
2019_3_4_12_4_5,11,6,2,2,50,5,3.41
2019_3_4_12_4_6,11,8,3,2,50,3,2.48
2019_3_4_12_4_14,11,1,1,1,49,5,4.93
2019_3_4_12_4_17,11,10,4,2,49,3,2.83
2019_3_4_12_4_18,11,11,6,1,51,3,4.46
2019_3_4_12_4_23,11,3,2,1,51,5,1.68
2019_3_4_12_4_29,11,5,3,1,51,2,7.83
2019_3_4_12_4_30,11,2,6,2,51,3,1.54
2019_3_4_12_4_35,11,7,4,1,50,4,4.33
2019_3_4_12_4_36,11,8,3,2,51,2,2.15
2019_3_4_12_4_39,11,6,2,2,51,2,4.37
2019_3_4_12_4_41,11,4,1,2,49,5,13.12
2019_3_4_12_4_52,11,10,4,2,50,4,9.54
2019_3_4_12_5_4,11,1,1,1,50,3,3.75
2019_3_4_12_5_9,11,7,4,1,51,6,1.43
2019_3_4_12_5_18,11,11,6,1,52,1,2.94
2019_3_4_12_5_26,11,10,4,2,51,6,5.57
2019_3_4_12_5_28,11,4,1,2,50,2,13.2
2019_3_4_12_5_29,11,2,6,2,52,5,2.24
2019_3_4_12_5_30,11,3,2,1,52,5,2.57
2019_3_4_12_5_43,11,5,3,1,52,1,11.92
2019_3_4_12_5_43,11,1,1,1,51,5,3.37
2019_3_4_12_5_45,11,11,6,1,53,2,2.35
2019_3_4_12_5_45,11,6,2,2,52,2,2.02
2019_3_4_12_5_50,11,8,3,2,52,4,1.57
2019_3_4_12_5_54,11,2,6,2,53,2,1.28
2019_3_4_12_6_6,11,3,2,1,53,4,2.91
2019_3_4_12_6_7,11,5,3,1,53,1,4.23
2019_3_4_12_6_8,11,4,1,2,51,5,13.32
2019_3_4_12_6_17,11,8,3,2,53,1,2.35
2019_3_4_12_6_17,11,11,6,1,54,1,4.61
2019_3_4_12_6_18,11,7,4,1,52,6,6.61
2019_3_4_12_6_19,11,6,2,2,53,6,3.33
2019_3_4_12_6_27,11,2,6,2,54,4,1.77
2019_3_4_12_6_30,11,10,4,2,52,1,5.22
2019_3_4_12_6_35,11,5,3,1,54,2,2.6
2019_3_4_12_6_41,11,3,2,1,54,1,5.41
2019_3_4_12_6_43,11,8,3,2,54,2,2.28
2019_3_4_12_6_46,11,7,4,1,53,4,1.95
2019_3_4_12_6_54,11,6,2,2,54,3,3.5
2019_3_4_12_7_0,11,10,4,2,53,4,5.78
2019_3_4_12_7_6,11,1,1,1,52,4,3.73
2019_3_4_12_7_20,11,7,4,1,54,6,5.44
2019_3_4_12_7_21,11,4,1,2,52,4,4.84
2019_3_4_12_7_44,11,1,1,1,53,2,3.51
2019_3_4_12_7_47,11,10,4,2,54,6,12.41
2019_3_4_12_7_57,11,4,1,2,53,1,5.21
2019_3_4_12_8_19,11,1,1,1,54,6,4.06
2019_3_4_12_8_40,11,4,1,2,54,6,6.94
2019_3_4_14_14_36,12,1,1,1,1,6,6.39
2019_3_4_14_14_50,12,3,2,1,1,2,4.52
2019_3_4_14_14_55,12,2,1,2,1,6,10.05
2019_3_4_14_15_16,12,7,4,1,1,6,5.57
2019_3_4_14_15_17,12,1,1,1,2,6,5.32
2019_3_4_14_15_28,12,4,2,2,1,4,6.92
2019_3_4_14_15_30,12,2,1,2,2,6,3.99
2019_3_4_14_15_34,12,8,4,2,1,3,7.38
2019_3_4_14_15_51,12,3,2,1,2,4,5.4
2019_3_4_14_15_52,12,1,1,1,3,6,4.06
2019_3_4_14_16_2,12,2,1,2,3,6,2.69
2019_3_4_14_16_2,12,7,4,1,2,6,8.46
2019_3_4_14_16_6,12,4,2,2,2,4,5.25
2019_3_4_14_16_15,12,8,4,2,2,4,6.39
2019_3_4_14_16_20,12,5,3,1,1,5,5.27
2019_3_4_14_16_24,12,3,2,1,3,6,3.62
2019_3_4_14_16_25,12,9,5,1,1,5,9.89
2019_3_4_14_16_34,12,11,6,1,1,3,11.11
2019_3_4_14_16_36,12,7,4,1,3,6,2.64
2019_3_4_14_16_38,12,10,5,2,1,5,4.53
2019_3_4_14_16_39,12,4,2,2,3,5,5.91
2019_3_4_14_16_42,12,6,3,2,1,6,5.94
2019_3_4_14_16_53,12,8,4,2,3,6,4.19
2019_3_4_14_17_0,12,1,1,1,4,6,4.92
2019_3_4_14_17_3,12,5,3,1,2,3,3.63
2019_3_4_14_17_5,12,9,5,1,2,6,9.35
2019_3_4_14_17_10,12,2,1,2,4,6,4.69
2019_3_4_14_17_15,12,6,3,2,2,3,4.53
2019_3_4_14_17_17,12,10,5,2,2,4,3.68
2019_3_4_14_17_31,12,1,1,1,5,6,5.99
2019_3_4_14_17_33,12,3,2,1,4,4,2.9
2019_3_4_14_17_34,12,5,3,1,3,6,3.98
2019_3_4_14_17_42,12,9,5,1,3,6,8.19
2019_3_4_14_17_42,12,2,1,2,5,6,2.74
2019_3_4_14_17_46,12,12,6,2,1,3,12.73
2019_3_4_14_17_48,12,6,3,2,3,6,4.33
2019_3_4_14_17_48,12,4,2,2,4,6,5.2
2019_3_4_14_18_3,12,7,4,1,4,6,7.52
2019_3_4_14_18_4,12,3,2,1,5,1,3.33
2019_3_4_14_18_7,12,1,1,1,6,5,10.74
2019_3_4_14_18_8,12,10,5,2,3,5,19.77
2019_3_4_14_18_19,12,11,6,1,2,5,12.67
2019_3_4_14_18_19,12,4,2,2,5,6,4.9
2019_3_4_14_18_19,12,2,1,2,6,5,2.75
2019_3_4_14_18_20,12,8,4,2,4,6,9.48
2019_3_4_14_18_36,12,3,2,1,6,4,3.69
2019_3_4_14_18_38,12,12,6,2,2,5,8.85
2019_3_4_14_18_43,12,5,3,1,4,2,4.27
2019_3_4_14_18_45,12,7,4,1,5,6,4.79
2019_3_4_14_18_50,12,4,2,2,6,4,4.3
2019_3_4_14_18_55,12,6,3,2,4,2,4.18
2019_3_4_14_19_1,12,11,6,1,3,6,5.68
2019_3_4_14_19_2,12,8,4,2,5,6,6.63
2019_3_4_14_19_14,12,5,3,1,5,2,4.72
2019_3_4_14_19_15,12,9,5,1,4,2,9.59
2019_3_4_14_19_17,12,1,1,1,7,6,3
2019_3_4_14_19_17,12,12,6,2,3,5,3.48
2019_3_4_14_19_27,12,7,4,1,6,6,8.53
2019_3_4_14_19_27,12,6,3,2,5,4,4.51
2019_3_4_14_19_28,12,10,5,2,4,2,4.24
2019_3_4_14_19_30,12,2,1,2,7,6,5.69
2019_3_4_14_19_43,12,8,4,2,6,5,6.43
2019_3_4_14_19_47,12,3,2,1,7,4,3.52
2019_3_4_14_19_49,12,5,3,1,6,6,4.38
2019_3_4_14_19_51,12,1,1,1,8,5,5.75
2019_3_4_14_19_55,12,9,5,1,5,1,7.68
2019_3_4_14_20_0,12,4,2,2,7,6,3.89
2019_3_4_14_20_2,12,6,3,2,6,6,4.61
2019_3_4_14_20_3,12,2,1,2,8,5,4.47
2019_3_4_14_20_11,12,10,5,2,5,3,5.98
2019_3_4_14_20_20,12,1,1,1,9,6,3.08
2019_3_4_14_20_21,12,3,2,1,8,1,8.54
2019_3_4_14_20_27,12,11,6,1,4,4,9.71
2019_3_4_14_20_30,12,2,1,2,9,6,2.4
2019_3_4_14_20_32,12,9,5,1,6,1,5.09
2019_3_4_14_20_33,12,4,2,2,8,6,4.57
2019_3_4_14_20_37,12,7,4,1,7,6,3.13
2019_3_4_14_20_41,12,12,6,2,4,4,3.13
2019_3_4_14_20_44,12,10,5,2,6,1,3.91
2019_3_4_14_20_48,12,3,2,1,9,1,2.38
2019_3_4_14_20_50,12,5,3,1,7,6,4.16
2019_3_4_14_20_51,12,8,4,2,7,6,3.74
2019_3_4_14_21_0,12,4,2,2,9,2,5.43
2019_3_4_14_21_4,12,11,6,1,5,6,5.49
2019_3_4_14_21_10,12,7,4,1,8,6,3.56
2019_3_4_14_21_17,12,12,6,2,5,6,2.82
2019_3_4_14_21_23,12,8,4,2,8,6,6.24
2019_3_4_14_21_41,12,11,6,1,6,4,9.92
2019_3_4_14_21_43,12,6,3,2,7,4,5.36
2019_3_4_14_21_46,12,7,4,1,9,6,5.87
2019_3_4_14_21_57,12,9,5,1,7,1,10.28
2019_3_4_14_21_57,12,12,6,2,6,4,6.69
2019_3_4_14_22_1,12,8,4,2,9,6,6.8
2019_3_4_14_22_3,12,5,3,1,8,5,4.07
2019_3_4_14_22_12,12,10,5,2,7,5,6.58
2019_3_4_14_22_18,12,6,3,2,8,5,5.15
2019_3_4_14_22_33,12,9,5,1,8,5,3.81
2019_3_4_14_22_34,12,5,3,1,9,6,2.57
2019_3_4_14_22_48,12,6,3,2,9,6,4.9
2019_3_4_14_22_49,12,11,6,1,7,5,3.96
2019_3_4_14_22_50,12,10,5,2,8,5,5.61
2019_3_4_14_23_0,12,12,6,2,7,5,4.57
2019_3_4_14_23_19,12,9,5,1,9,6,11.07
2019_3_4_14_23_26,12,11,6,1,8,5,11.8
2019_3_4_14_23_38,12,10,5,2,9,4,10.67
2019_3_4_14_23_43,12,12,6,2,8,5,6.38
2019_3_4_14_24_3,12,11,6,1,9,6,4.3
2019_3_4_14_24_17,12,12,6,2,9,6,3.77
2019_3_4_14_25_2,12,3,2,1,10,4,2.82
2019_3_4_14_25_5,12,5,3,1,10,6,3.09
2019_3_4_14_25_6,12,7,4,1,10,3,6.69
2019_3_4_14_25_15,12,2,2,2,10,4,4.96
2019_3_4_14_25_20,12,11,6,1,10,4,9.98
2019_3_4_14_25_20,12,4,3,2,10,4,6.14
2019_3_4_14_25_23,12,6,4,2,10,1,6.11
2019_3_4_14_25_25,12,1,1,1,10,6,3.09
2019_3_4_14_25_25,12,9,5,1,10,6,10.2
2019_3_4_14_25_31,12,10,6,2,10,5,3.47
2019_3_4_14_25_33,12,3,2,1,11,5,2.71
2019_3_4_14_25_38,12,5,3,1,11,5,3.29
2019_3_4_14_25_39,12,8,5,2,10,6,6.47
2019_3_4_14_25_40,12,12,1,2,10,6,3.15
2019_3_4_14_25_42,12,2,2,2,11,5,1.27
2019_3_4_14_25_42,12,7,4,1,11,6,2.17
2019_3_4_14_25_50,12,4,3,2,11,3,3.77
2019_3_4_14_25_54,12,11,6,1,11,4,6.7
2019_3_4_14_25_55,12,6,4,2,11,6,4.98
2019_3_4_14_26_1,12,3,2,1,12,5,3.11
2019_3_4_14_26_1,12,1,1,1,11,6,5.29
2019_3_4_14_26_4,12,9,5,1,11,6,7.03
2019_3_4_14_26_5,12,5,3,1,12,2,1.83
2019_3_4_14_26_8,12,2,2,2,12,5,1.09
2019_3_4_14_26_9,12,10,6,2,11,4,4.59
2019_3_4_14_26_12,12,12,1,2,11,6,2.78
2019_3_4_14_26_13,12,7,4,1,12,2,2.15
2019_3_4_14_26_18,12,4,3,2,12,4,4.38
2019_3_4_14_26_23,12,6,4,2,12,2,3.14
2019_3_4_14_26_24,12,8,5,2,11,6,8.22
2019_3_4_14_26_30,12,11,6,1,12,5,6.76
2019_3_4_14_26_32,12,1,1,1,12,6,3.29
2019_3_4_14_26_41,12,12,1,2,12,6,2.92
2019_3_4_14_26_44,12,10,6,2,12,2,6.23
2019_3_4_14_26_48,12,9,5,1,12,6,7.65
2019_3_4_14_26_53,12,3,2,1,13,5,3.32
2019_3_4_14_27_2,12,8,5,2,12,6,6.35
2019_3_4_14_27_2,12,5,3,1,13,4,3.83
2019_3_4_14_27_3,12,2,2,2,13,5,3.16
2019_3_4_14_27_13,12,4,3,2,13,3,4.67
2019_3_4_14_27_14,12,7,4,1,13,1,4.92
2019_3_4_14_27_19,12,3,2,1,14,2,2.21
2019_3_4_14_27_28,12,6,4,2,13,5,5.1
2019_3_4_14_27_30,12,5,3,1,14,1,3.03
2019_3_4_14_27_36,12,2,2,2,14,2,3.01
2019_3_4_14_27_43,12,4,3,2,14,5,4.31
2019_3_4_14_27_46,12,7,4,1,14,3,2.4
2019_3_4_14_27_47,12,11,6,1,13,6,7.79
2019_3_4_14_27_47,12,1,1,1,13,4,4.75
2019_3_4_14_27_51,12,3,2,1,15,6,2.82
2019_3_4_14_27_59,12,6,4,2,14,1,4.75
2019_3_4_14_28_1,12,5,3,1,15,1,2.86
2019_3_4_14_28_2,12,9,5,1,13,5,6.07
2019_3_4_14_28_4,12,2,2,2,15,6,3.03
2019_3_4_14_28_5,12,10,6,2,13,6,7.18
2019_3_4_14_28_6,12,12,1,2,13,4,9.69
2019_3_4_14_28_14,12,4,3,2,15,5,5.57
2019_3_4_14_28_18,12,8,5,2,13,2,7.02
2019_3_4_14_28_26,12,7,4,1,15,3,11.06
2019_3_4_14_28_26,12,1,1,1,14,6,3.62
2019_3_4_14_28_33,12,11,6,1,14,4,9.75
2019_3_4_14_28_37,12,12,1,2,14,6,5.12
2019_3_4_14_28_38,12,9,5,1,14,2,5.09
2019_3_4_14_28_44,12,3,2,1,16,6,3.5
2019_3_4_14_28_50,12,6,4,2,15,3,17.45
2019_3_4_14_28_51,12,10,6,2,14,4,9.12
2019_3_4_14_28_52,12,8,5,2,14,2,6.02
2019_3_4_14_28_55,12,2,2,2,16,6,4.16
2019_3_4_14_28_57,12,1,1,1,15,6,2.77
2019_3_4_14_28_58,12,5,3,1,16,5,3.6
2019_3_4_14_29_10,12,12,1,2,15,6,4.04
2019_3_4_14_29_10,12,11,6,1,15,5,4.17
2019_3_4_14_29_11,12,4,3,2,16,5,5.1
2019_3_4_14_29_13,12,9,5,1,15,2,5.2
2019_3_4_14_29_13,12,3,2,1,17,4,2.74
2019_3_4_14_29_24,12,2,2,2,17,4,1.59
2019_3_4_14_29_25,12,10,6,2,15,2,5.23
2019_3_4_14_29_29,12,8,5,2,15,3,4.38
2019_3_4_14_29_29,12,5,3,1,17,5,3.29
2019_3_4_14_29_34,12,7,4,1,16,2,4.15
2019_3_4_14_29_41,12,3,2,1,18,2,2.59
2019_3_4_14_29_42,12,4,3,2,17,5,4.95
2019_3_4_14_29_49,12,6,4,2,16,4,5.12
2019_3_4_14_29_52,12,2,2,2,18,2,1.65
2019_3_4_14_30_1,12,1,1,1,16,6,4.64
2019_3_4_14_30_1,12,5,3,1,18,5,3.2
2019_3_4_14_30_9,12,7,4,1,17,5,5.16
2019_3_4_14_30_14,12,4,3,2,18,5,4.7
2019_3_4_14_30_14,12,12,1,2,16,6,4.63
2019_3_4_14_30_15,12,11,6,1,16,5,5.92
2019_3_4_14_30_25,12,6,4,2,17,5,5.04
2019_3_4_14_30_26,12,9,5,1,16,3,8.34
2019_3_4_14_30_39,12,8,5,2,16,3,4.66
2019_3_4_14_30_41,12,1,1,1,17,2,6.33
2019_3_4_14_30_41,12,10,6,2,16,4,5.29
2019_3_4_14_30_45,12,7,4,1,18,2,7.11
2019_3_4_14_30_51,12,12,1,2,17,2,2.74
2019_3_4_14_31_1,12,11,6,1,17,2,5.13
2019_3_4_14_31_5,12,6,4,2,18,2,6.81
2019_3_4_14_31_6,12,9,5,1,17,2,9.13
2019_3_4_14_31_8,12,1,1,1,18,6,3.22
2019_3_4_14_31_12,12,10,6,2,17,2,4.96
2019_3_4_14_31_18,12,8,5,2,17,2,5.55
2019_3_4_14_31_21,12,12,1,2,18,6,3.5
2019_3_4_14_31_35,12,11,6,1,18,3,9.45
2019_3_4_14_31_37,12,9,5,1,18,2,5.7
2019_3_4_14_31_47,12,10,6,2,18,1,3.84
2019_3_4_14_31_48,12,8,5,2,18,4,3.98
2019_3_4_14_32_30,12,5,3,1,19,6,2.32
2019_3_4_14_32_31,12,3,2,1,19,2,4.04
2019_3_4_14_32_36,12,7,4,1,19,6,2.92
2019_3_4_14_32_40,12,11,6,1,19,4,3.48
2019_3_4_14_32_45,12,2,3,2,19,2,6.18
2019_3_4_14_32_47,12,4,4,2,19,3,4.95
2019_3_4_14_32_47,12,12,2,2,19,2,2.74
2019_3_4_14_32_55,12,8,6,2,19,3,7.13
2019_3_4_14_32_58,12,1,1,1,19,6,5.34
2019_3_4_14_32_59,12,9,5,1,19,6,13.82
2019_3_4_14_33_1,12,5,3,1,20,6,2.87
2019_3_4_14_33_3,12,3,2,1,20,6,3.6
2019_3_4_14_33_6,12,7,4,1,20,6,5.07
2019_3_4_14_33_8,12,2,3,2,20,6,1.8
2019_3_4_14_33_12,12,10,1,2,19,1,4.92
2019_3_4_14_33_12,12,11,6,1,20,5,3.43
2019_3_4_14_33_15,12,12,2,2,20,6,2.19
2019_3_4_14_33_16,12,6,5,2,19,2,6.48
2019_3_4_14_33_18,12,4,4,2,20,6,6.09
2019_3_4_14_33_23,12,8,6,2,20,5,3.66
2019_3_4_14_33_25,12,5,3,1,21,6,3.49
2019_3_4_14_33_31,12,3,2,1,21,1,3.37
2019_3_4_14_33_31,12,1,1,1,20,6,3.16
2019_3_4_14_33_33,12,7,4,1,21,6,2.46
2019_3_4_14_33_34,12,9,5,1,20,2,4.32
2019_3_4_14_33_38,12,2,3,2,21,3,4.66
2019_3_4_14_33_42,12,11,6,1,21,6,4.85
2019_3_4_14_33_43,12,10,1,2,20,2,6.23
2019_3_4_14_33_44,12,12,2,2,21,1,5.27
2019_3_4_14_33_47,12,6,5,2,20,3,5.03
2019_3_4_14_33_48,12,4,4,2,21,5,4.85
2019_3_4_14_33_54,12,8,6,2,21,4,5.54
2019_3_4_14_34_0,12,1,1,1,21,5,3.25
2019_3_4_14_34_9,12,9,5,1,21,3,7.09
2019_3_4_14_34_20,12,10,1,2,21,5,10.37
2019_3_4_14_34_21,12,6,5,2,21,1,5.11
2019_3_4_14_34_23,12,5,3,1,22,6,3.79
2019_3_4_14_34_25,12,3,2,1,22,4,2.76
2019_3_4_14_34_29,12,7,4,1,22,6,3.99
2019_3_4_14_34_32,12,2,3,2,22,4,1.52
2019_3_4_14_34_37,12,12,2,2,22,4,2.35
2019_3_4_14_34_38,12,11,6,1,22,6,5.51
2019_3_4_14_34_41,12,4,4,2,22,4,4.95
2019_3_4_14_34_49,12,8,6,2,22,6,3.16
2019_3_4_14_34_50,12,5,3,1,23,6,3.36
2019_3_4_14_34_53,12,3,2,1,23,2,2.7
2019_3_4_14_34_58,12,2,3,2,23,5,1.98
2019_3_4_14_34_59,12,7,4,1,23,6,4.17
2019_3_4_14_35_4,12,12,2,2,23,2,2.35
2019_3_4_14_35_6,12,9,5,1,22,6,4.69
2019_3_4_14_35_7,12,11,6,1,23,5,3.95
2019_3_4_14_35_8,12,1,1,1,22,6,3.28
2019_3_4_14_35_13,12,4,4,2,23,4,5.02
2019_3_4_14_35_15,12,5,3,1,24,6,2.76
2019_3_4_14_35_19,12,6,5,2,22,6,5.59
2019_3_4_14_35_20,12,8,6,2,23,5,3.98
2019_3_4_14_35_21,12,3,2,1,24,6,3.87
2019_3_4_14_35_25,12,10,1,2,22,3,7.4
2019_3_4_14_35_27,12,2,3,2,24,1,2.5
2019_3_4_14_35_30,12,7,4,1,24,4,3.02
2019_3_4_14_35_32,12,12,2,2,24,6,2.44
2019_3_4_14_35_37,12,11,6,1,24,3,4.45
2019_3_4_14_35_41,12,1,1,1,23,6,2.21
2019_3_4_14_35_42,12,9,5,1,23,5,4.45
2019_3_4_14_35_44,12,4,4,2,24,2,4.97
2019_3_4_14_35_47,12,8,6,2,24,5,4.63
2019_3_4_14_35_53,12,6,5,2,23,2,5.46
2019_3_4_14_35_56,12,10,1,2,23,5,6.11
2019_3_4_14_36_4,12,5,3,1,25,6,2.69
2019_3_4_14_36_12,12,3,2,1,25,6,2.82
2019_3_4_14_36_15,12,1,1,1,24,6,2.25
2019_3_4_14_36_15,12,2,3,2,25,6,2.2
2019_3_4_14_36_16,12,9,5,1,24,6,4.86
2019_3_4_14_36_25,12,12,2,2,25,6,1.65
2019_3_4_14_36_30,12,5,3,1,26,6,2.16
2019_3_4_14_36_31,12,6,5,2,24,5,4.3
2019_3_4_14_36_33,12,10,1,2,24,4,9.36
2019_3_4_14_36_33,12,11,6,1,25,3,6.55
2019_3_4_14_36_36,12,7,4,1,25,5,2.58
2019_3_4_14_36_39,12,3,2,1,26,6,2.71
2019_3_4_14_36_43,12,2,3,2,26,2,3.71
2019_3_4_14_36_43,12,8,6,2,25,3,3.65
2019_3_4_14_36_48,12,12,2,2,26,6,2.21
2019_3_4_14_36_54,12,4,4,2,25,6,4.13
2019_3_4_14_36_58,12,5,3,1,27,6,2.99
2019_3_4_14_37_2,12,11,6,1,26,6,4.29
2019_3_4_14_37_3,12,3,2,1,27,6,2.75
2019_3_4_14_37_6,12,2,3,2,27,6,2.1
2019_3_4_14_37_12,12,12,2,2,27,6,2.86
2019_3_4_14_37_14,12,8,6,2,26,6,3.55
2019_3_4_14_37_16,12,9,5,1,25,2,5.54
2019_3_4_14_37_16,12,7,4,1,26,6,5.69
2019_3_4_14_37_22,12,1,1,1,25,4,3.78
2019_3_4_14_37_30,12,4,4,2,26,6,6.71
2019_3_4_14_37_30,12,11,6,1,27,4,3.91
2019_3_4_14_37_32,12,6,5,2,25,1,5.11
2019_3_4_14_37_39,12,10,1,2,25,5,4.95
2019_3_4_14_37_40,12,8,6,2,27,3,3.5
2019_3_4_14_37_51,12,7,4,1,27,6,5.98
2019_3_4_14_37_54,12,9,5,1,26,2,6.72
2019_3_4_14_37_58,12,1,1,1,26,5,3.65
2019_3_4_14_38_5,12,4,4,2,27,6,5.68
2019_3_4_14_38_6,12,6,5,2,26,2,5.14
2019_3_4_14_38_11,12,10,1,2,26,5,7.74
2019_3_4_14_38_24,12,9,5,1,27,5,4.04
2019_3_4_14_38_29,12,1,1,1,27,6,2.3
